id,family_id,parent_id,name,bookkeeping,level,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids
ndhu1237,aust1307,rade1240,Ndhur,False,dialect,,,,,,0,0,0,
ndia1238,atla1278,kiku1240,Ndia,False,dialect,,,,,,0,0,0,
ndii1240,atla1278,band1343,Ndi,False,dialect,,,,,,0,0,0,
ndii1241,aust1307,ghar1239,Ndi (Solomon Islands),False,dialect,,,,,,0,0,0,
ndin1244,atla1278,sans1272,Ndingi,False,dialect,,,,,,0,0,0,
ndin1245,narr1279,ndin1246,Nding,False,language,10.2741,30.7306,eli,,,0,0,0,SD
ndin1246,narr1279,bura1298,Nding-Tasomi,False,family,,,,,,0,2,0,
ndit1238,atla1278,tika1246,Nditam,False,dialect,,,,,,0,0,0,
ndja1234,atla1278,njeb1244,Ndjavi A,False,family,,,,,,0,2,0,
ndja1235,atla1278,njeb1244,Ndjavi B,False,family,,,,,,0,2,0,
ndla1238,atla1278,xhos1239,Ndlambe,False,dialect,,,,,,0,0,0,
ndob1238,atla1278,libi1242,Ndobo,False,language,1.32539,18.6151,ndw,,,0,0,0,CD
ndoe1238,atla1278,ekoi1236,Ndoe,False,language,6.08134,8.69131,nbb,,,0,0,2,NG
ndog1247,atla1278,sere1263,Ndogo-Sere,False,family,,,,,,1,3,0,
ndog1248,atla1278,ndog1247,Ndogo,False,language,7.73028,27.5588,ndz,,,0,0,0,SS
ndog1249,atla1278,loga1243,Ndogbang,False,dialect,,,,,,0,0,0,
ndok1253,atla1278,band1344,Ndokpa,False,dialect,,,,,,0,0,0,
ndok1254,atla1278,basa1284,Ndokama,False,dialect,,,,,,0,0,0,
ndok1255,atla1278,basa1284,Ndokpenda,False,dialect,,,,,,0,0,0,
ndok1256,atla1278,basa1284,Ndokbele,False,dialect,,,,,,0,0,0,
ndok1257,atla1278,loga1243,Ndokbiakat,False,dialect,,,,,,0,0,0,
ndok1258,atla1278,tune1261,Ndoktuna,False,dialect,,,,,,0,0,0,
ndol1238,atla1278,bamw1239,Ndolo,False,language,2.15101,19.4087,ndl,,,0,0,0,CD
ndom1244,atla1278,unun9922,Ndombe,False,language,-12.96548,13.37097,ndq,,,0,0,0,AO
ndom1245,kolo1268,kolo1268,Ndom,False,language,-7.93553,138.019,nqm,,,0,0,0,ID
ndon1251,atla1278,chop1243,Ndonge,False,dialect,,,,,,0,0,0,
ndon1252,book1242,book1242,Ndonde Hamba,True,language,-10.5584,38.1253,njd,,,0,0,0,TZ
ndon1253,atla1278,cimb1239,Ndonga (R.20),False,family,,,,,,2,5,5,
ndon1254,atla1278,kwam1257,Ndonga,False,language,-17.22,17.35,ndo,,,0,0,2,AO NA
ndon1255,atla1278,ukwu1241,Ndoni,False,dialect,,,,,,0,0,0,
ndoo1241,atla1278,mamb1309,Ndoola,False,language,7.2884,11.3096,ndr,,,0,0,0,CM NG
ndoo1242,cent2225,memb1239,Ndo,False,language,2.68546,30.5652,ndp,,,0,0,3,CD UG
ndra1238,lowe1437,raoo1244,Ndramini'o,False,dialect,,,,,,0,0,0,
ndra1239,pama1250,tyan1235,Ndra'ngith,False,dialect,,,dgt,,,0,0,0,AU
ndre1238,sino1245,loth1237,Ndreng,False,dialect,,,,,,0,0,0,
ndre1239,afro1255,vame1236,Ndreme,False,dialect,,,,,,0,0,0,
ndru1234,cent2225,bale1255,Ndrulo,False,language,2.250128,30.870201,dno,,,0,0,2,CD
ndug1243,cent2225,nucl1719,Nduga-Luto,False,family,,,,,,0,2,6,
ndug1245,nucl1709,ngal1299,Nduga,False,language,-4.34043,138.411,ndx,,,0,0,2,ID
ndui1237,aust1307,west2513,Nduindui,False,dialect,,,,,,0,0,0,
nduk1240,cent2225,luto1241,Nduka,False,dialect,,,,,,0,0,0,
ndum1239,atla1278,mber1262,Ndumu,False,language,-1.67033,13.7279,nmd,,,0,0,4,GA
ndun1247,atla1278,mbai1246,Ndunga-Mba-Dongo,False,family,,,,,,1,3,0,
ndun1248,atla1278,ndun1247,Ndunga-Mba,False,family,,,,,,0,2,0,
ndun1249,atla1278,ndun1248,Ndunga,False,language,2.3886,21.5755,ndt,,,0,0,0,CD
ndun1250,atla1278,pagi1243,Ndundusana,False,dialect,,,,,,0,0,0,
ndun1251,atla1278,mvan1239,Ndunda,False,language,6.73205,11.11047,nuh,,,0,0,0,NG
ndur1238,atla1278,poko1261,Ndura,False,dialect,,,,,,0,0,0,
ndut1239,atla1278,palo1244,Ndut,False,language,14.925,-16.9811,ndv,,,0,0,0,SN
nduu1242,,,Ndu,False,family,,,,,,6,13,14,
nduv1238,atla1278,vute1244,Nduvum,False,dialect,,,,,,0,0,0,
ndxh1238,atla1278,tswa1255,Ndxhonge,False,dialect,,,,,,0,0,0,
ndyu1241,pidg1258,trio1239,Ndyuka-Trio Pidgin,False,language,2.94789,-56.0182,njt,,,0,0,0,SR
ndyu1242,indo1319,suri1272,Aukan,False,language,4.3126,-54.6419,djk,,,0,0,2,GF SR
ndze1235,atla1278,nunm1234,Ndzerem,False,language,6.07,10.66,,,,0,0,0,CM
ndzo1234,sino1245,amdo1237,Ndzorge,False,dialect,,,,,,0,0,0,
ndzw1235,atla1278,shin1269,Ndzwani Comorian,False,language,-12.2123,44.3709,wni,,,0,0,0,KM
neaa1234,aust1307,nalo1235,Nea,False,dialect,,,,,,0,0,0,
neao1241,krua1234,weso1238,Neao,False,dialect,,,,,,0,0,0,
neao1242,geel1240,bauz1241,Neao (Indonesia),False,dialect,,,,,,0,0,0,
neap1235,indo1319,ital1287,Continental Southern Italian,False,language,39.2288,16.4225,nap,,,0,0,5,IT
nebr1238,siou1252,hoch1243,Nebraska,False,dialect,,,,,,0,0,0,
neca1234,toto1251,nort3265,Necaxan,False,family,,,,,,0,2,4,
nech1234,atha1245,sout2958,Nechako-Fraser,False,dialect,,,,,,0,0,5,
neda1234,indo1319,oste1242,Nedansiljan,False,dialect,,,,,,0,0,10,
nede1244,atla1278,yamb1252,Nedek,False,dialect,,,,,,0,0,0,
nede1245,timo1261,alor1249,Klamu,False,language,-8.28776,124.192,nec,,,0,0,0,ID
nedr1234,indo1319,vast1234,Nedre Västerdalmål,False,dialect,,,,,,0,0,4,
neee1239,atla1278,cent2037,Nee,False,dialect,,,,,,0,0,0,
neel1238,indo1319,pard1243,Neelishikari,False,dialect,,,,,,0,0,0,
nefa1235,pidg1258,assa1271,Nefamese,False,language,27.688,96.349,nef,,,0,0,0,IN
nege1240,aust1307,mina1280,Negeri Sembilan Malay,False,language,2.66503,102.291,zmi,,,0,0,0,MY
nege1241,aust1307,asil1242,Negeri Lima,False,dialect,,,,,,0,0,0,
nege1244,indo1319,zeeu1239,Negerhollands,False,language,18.3416,-64.8922,dcr,,,0,0,0,VI
negi1245,tung1282,west2427,Negidal,False,language,52.96584,139.20575,neg,,,0,0,2,RU
negr1235,sout1516,koko1265,Negri Besar,False,dialect,,,,,,0,0,0,
negr1236,aust1307,bisa1268,Negrosanon,False,family,,,,,,0,2,0,
negr1239,araw1281,araw1281,Negro-Roraima,False,family,,,,,,6,10,2,
negu1238,atla1278,wara1292,Negueni-Klani,False,dialect,,,,,,0,0,0,
neha1246,aust1307,nort3225,North Bougainville Oceanic,False,family,,,,,,5,10,27,
neha1247,aust1307,nucl1750,Nehan,False,language,-4.56875,154.2,nsn,,,0,0,2,PG
nehe1234,sali1255,till1254,Nehelem,False,dialect,,,,,,0,0,0,
nehr1234,indo1319,plau1238,Nehrung,False,dialect,,,,,,0,0,10,
nehu1238,nada1235,hupd1244,Central Hup,False,dialect,,,,,,0,0,0,
neid1234,indo1319,lowe1388,Neiderländische,False,dialect,,,,,,0,0,0,
neju1238,atla1278,mama1271,Nejuu,False,dialect,,,,,,0,0,0,
neke1238,krua1234,gagn1235,Nekedi,False,dialect,,,,,,0,0,0,
nekg1240,nucl1709,gira1248,Nekgini,False,language,-5.64364,146.253,nkg,,,0,0,0,PG
nekk1240,nucl1709,nekn1234,Nek,False,language,-6.37697,146.841,nif,,,0,0,2,PG
nekn1234,nucl1709,boan1245,Nek-Nuk,False,family,,,,,,0,2,4,
neko1240,nucl1709,gira1248,Neko,False,language,-5.60034,146.306,nej,,,0,0,0,PG
neku1237,aust1307,mids1246,Neku,False,language,-21.6524,165.578,nek,,,0,0,0,NC
nell1237,drav1251,telu1262,Nellore,False,dialect,,,,,,0,0,0,
nemb1238,ijoi1239,sout2774,Nembe,False,dialect,,,,,,0,0,0,
nemb1239,aust1307,natu1246,Nemba,False,dialect,,,,,,0,0,0,
neme1244,more1255,namb1292,Neme,False,language,-8.44877,141.849,nex,,,0,0,0,PG
nemi1240,aust1307,hyen1234,Nemi,False,language,-20.6791,164.797,nem,,,0,0,0,NC
nend1239,nucl1709,atan1241,Nend,False,language,-5.04271,144.886,anh,,,0,0,0,PG
nene1249,ural1272,nene1251,Tundra Nenets,False,language,66.1775,71.0234,yrk,,,0,0,3,RU
nene1250,aust1307,kuma1276,Nenema,False,dialect,,,,,,0,0,0,
nene1251,ural1272,enet1251,Nenets,False,family,,,,,,0,2,7,
neng1238,aust1307,loya1239,Nengone,False,language,-21.5305,167.964,nen,,,0,0,0,NC
nenj1234,mong1349,nonn1234,Nenjiang Dagur,False,dialect,,,,,,0,0,0,
nenn1238,more1255,namb1292,Nen,False,language,-8.62183,142.032,nqn,,,0,0,0,PG
nenu1237,aust1307,tala1285,Nenusa-Maingas,False,dialect,,,,,,0,0,0,
neny1238,atla1278,tumb1250,Nenya,False,dialect,,,,,,0,0,0,
neoa1234,arti1236,arti1236,Neo (Artificial Language),False,language,,,neu,,,0,0,0,BE
neoa1235,afro1255,akka1240,Neo-Assyrian,False,dialect,,,,,,0,0,0,
neob1234,afro1255,akka1240,Neo-Babylonian,False,dialect,,,,,,0,0,0,
neoo1234,aust1307,natu1246,Neo,False,dialect,,,,,,0,0,0,
neop1239,afro1255,puni1241,Neo-Punic,False,dialect,,,,,,0,0,0,
nepa1250,sign1238,indo1331,Nepalese Sign Language,False,language,27.6993,85.3041,nsp,,,0,0,0,NP
nepa1253,drav1251,kuru1301,Nepali Kurux,False,dialect,26.72057,86.00255,kxl,,,0,0,0,NP
nepa1254,indo1319,east1436,Nepali,False,language,28.0,85.0,npi,,,0,0,9,NP
nepa1255,aust1307,natu1246,Nepa,False,dialect,,,,,,0,0,0,
nera1237,aust1307,lena1238,Nerauya,False,dialect,,,,,,0,0,0,
nere1239,turk1311,turk1304,Nerezim,False,dialect,,,,,,0,0,0,
nerw1238,afro1255,lish1247,Nerwa Jewish Neo-Aramaic,False,dialect,,,,,,0,0,0,
nesa1234,sino1245,bhot1235,Nesang,False,dialect,,,,,,0,0,0,
nese1235,aust1307,nort3230,Nese,False,language,-15.952608,167.222769,,,,0,0,0,VU
nesu1234,sino1245,nasu1236,Nesu-Nasu,False,family,,,,,,3,8,9,
nesu1235,sino1245,nesu1234,Nesu,False,family,,,,,,0,2,6,
neta1235,nort1442,nort1442,NE Tasmanian Dialect Chain,False,language,-41.058644,147.188415,,,,0,0,0,AU
nete1240,nucl1709,oute1259,Nete,False,language,-5.02368,143.029,net,,,0,0,0,PG
neth1239,drav1251,duru1236,Nethanar,False,dialect,,,,,,0,0,0,
nets1241,eski1264,west2618,Natsilingmiutut,False,dialect,,,,,,0,0,0,
neuc1242,indo1319,fran1260,Neuch-Telois,False,dialect,,,,,,0,0,0,
neuc1243,indo1319,fran1260,Neuchatelais,False,dialect,,,,,,0,0,0,
neul1234,indo1319,uber1234,Neuland Plautdietsch,False,dialect,,,,,,0,0,0,
neut1237,uncl1493,uncl1493,Neutral-Atiouandaronk,False,language,,,,,,0,0,0,US
neva1234,ural1272,coas1319,Neva,False,family,,,,,,5,10,38,
newa1245,sino1245,maha1306,Newaric,False,family,,,,,,2,4,15,
newa1246,sino1245,newa1247,Kathmandu Valley Newari,False,language,27.67,85.326,new,,,0,0,5,IN NP
newa1247,sino1245,newa1245,Newar,False,family,,,,,,0,2,12,
newb1246,mand1469,busa1253,New Busa,False,dialect,,,,,,0,0,0,
newc1243,aust1307,sout3173,New Caledonian,False,family,,,,,,20,33,20,
newc1244,aust1307,mode1251,New Caledonian Javanese,False,language,-22.3001,166.445,jas,,,0,0,0,NC
newc1245,pidg1258,fren1279,New Caledonian Pidgin French,False,language,,,,,,0,0,0,NC
newf1239,indo1319,west2901,Newfoundland English,False,dialect,,,,,,0,0,0,
newg1239,aust1307,nort3225,New Georgia,False,family,,,,,,7,11,6,
newi1242,aust1307,meso1253,New Ireland-Northwest Solomonic linkage,False,family,,,,,,34,63,96,
newm1234,indo1319,west2920,New Mexican English,False,dialect,,,,,,0,0,0,
newm1235,indo1319,amer1254,New Mexican Spanish,False,dialect,,,,,,0,0,0,
newr1237,shas1238,uncl1531,New River Shasta,False,language,41.100052,-123.179627,,,,0,0,0,US
news1234,pidg1258,engl1287,New South Wales Pidgin,False,language,,,,,,0,0,0,AU
news1235,pama1250,sout3135,New South Wales Pama-Nyungan,False,family,,,,,,11,17,25,
news1236,indo1319,shto1241,New Shtokavian,False,dialect,,,,,,0,0,16,
newy1234,indo1319,nort3314,New York City English,False,dialect,,,,,,0,0,0,
newz1236,sign1238,banz1243,New Zealand Sign Language,False,language,-39.2923,175.773,nzs,,,0,0,0,NZ
newz1240,indo1319,stan1293,New Zealand English,False,dialect,,,,,,0,0,0,
neyo1238,krua1234,dida1244,Neyo,False,language,4.95048,-6.08043,ney,,,0,0,0,CI
neys1234,indo1319,khor1275,Neyshaburi,False,dialect,,,,,,0,0,0,
neyy1238,mand1469,kura1250,Ney,False,dialect,,,,,,0,0,0,
nezp1238,saha1239,saha1239,Nez Perce,False,language,46.3073,-116.408,nez,,,0,0,0,US
ngaa1240,pama1250,tjar1234,Ngaanyatjarra,False,language,-25.7514,127.602,ntj,,,0,0,0,AU
ngaa1241,surm1244,baal1234,Ngaalam,False,language,8.216287,34.563102,,,,0,0,0,ET
ngaa1242,aust1307,east2850,Ngaati Porou,False,dialect,,,,,,0,0,0,
ngaa1243,aust1307,east2850,Ngaati Kahungunu,False,dialect,,,,,,0,0,0,
ngaa1244,aust1307,nort2846,Ngaapuhi,False,dialect,,,,,,0,0,0,
ngab1239,chib1249,guay1266,Ngäbere,False,language,8.8251,-82.3911,gym,,,0,0,2,CR PA
ngad1257,pama1250,unun9967,Ngadjuri,False,language,-32.930160660336,139.08123163651,jui,,,0,0,0,AU
ngad1258,pama1250,mirn1243,Ngadjunmaya,False,language,-32.02447,124.46601,nju,,,0,0,0,AU
ngad1259,pama1250,wika1238,Ngadanja,False,dialect,,,,,,0,0,0,
ngad1260,pama1250,dyir1250,Ngadjan,False,dialect,,,,,,0,0,0,
ngad1261,aust1307,ngad1267,Ngad'a,False,language,-8.79508,120.976,nxg,,,0,0,4,ID
ngad1265,aust1307,flor1241,Central Flores-Paluqe,False,family,,,,,,5,8,13,
ngad1266,aust1307,ngad1265,Central Flores,False,family,,,,,,4,7,13,
ngad1267,aust1307,ngad1266,Ngada,False,family,,,,,,0,3,6,
ngai1241,nucl1709,unun9980,Ngaing,False,language,-5.6513,146.343,nnf,,,0,0,0,PG
ngaj1237,aust1307,sout2921,Ngaju,False,language,-1.58463,112.794,nij,,,0,0,3,ID
ngal1290,sino1245,khum1248,Ngala (Kumi Chin),False,dialect,,,,,,0,0,0,
ngal1291,sino1245,choi1241,Nga La,False,language,23.312,92.83,hlt,,,0,0,4,IN MM
ngal1292,gunw1250,cent2231,Ngalkbun,False,language,-13.9783,133.936,ngk,,,0,0,0,AU
ngal1293,gunw1250,jala1236,Ngalakgan,False,language,-14.4281,134.716,nig,,,0,0,0,AU
ngal1294,mirn1241,djam1255,Ngaliwurru,False,dialect,-15.78944,130.8759,,,,0,0,0,AU
ngal1295,atla1278,dayy1236,Ngalo,False,dialect,,,,,,0,0,0,
ngal1296,atla1278,bara1360,Ngala-Santandrea,False,language,6.63187,24.61853,,,,0,0,0,CF SS
ngal1297,atla1278,band1343,Ngalabo,False,dialect,,,,,,0,0,0,
ngal1298,nucl1709,okkk1242,Ngalum,False,language,-4.67682,141.03,szb,,,0,0,3,ID PG
ngal1299,nucl1709,dani1287,Ngalik-Nduga,False,family,,,,,,1,5,6,
ngal1300,nduu1242,nduu1242,Ngala,False,language,-4.26628,142.5,nud,,,0,0,0,PG
ngal1301,afro1255,koto1269,Ngala of Lake Chad,False,language,12.35762,14.188038,,,,0,0,0,NG
ngam1265,pama1250,dier1240,Ngamini-Yarluyandi-Karangura,False,language,-27.1797,138.701,nmv,,,0,0,3,AU
ngam1266,atla1278,nort2806,Ngam (Cameroon),False,dialect,,,,,,0,0,0,
ngam1267,atla1278,widi1234,Ngamambo,False,language,5.87975,10.0779,nbv,,,0,0,0,CM
ngam1268,cent2225,sara1345,Ngambay,False,language,8.57051,15.414,sba,,,0,0,5,CM NG TD
ngam1269,cent2225,sido1234,Ngam,False,language,8.25957,18.4648,nmc,,,0,0,5,CF TD
ngam1270,cent2225,ngam1269,Ngam Tel,False,dialect,,,,,,0,0,0,
ngam1271,cent2225,ngam1269,Ngam Gir Bor,False,dialect,,,,,,0,0,0,
ngam1272,cent2225,ngam1269,Ngam Tira,False,dialect,,,,,,0,0,0,
ngam1281,afro1255,kwan1285,Ngam (Chad),False,dialect,,,,,,0,0,0,
ngam1282,afro1255,ngam1283,Ngamo,False,language,12.0048,11.2108,nbh,,,0,0,0,NG
ngam1283,afro1255,kirf1234,Ngamo-Bele,False,family,,,,,,1,3,2,
ngam1284,pama1250,ngam1265,Ngamini,False,dialect,,,,,,0,0,0,
ngan1291,ural1272,samo1298,Nganasan,False,language,73.1354,86.2106,nio,,,0,0,2,RU
ngan1293,sino1245,kony1248,Ngangching,False,dialect,,,,,,0,0,0,
ngan1295,gunw1250,east2701,Ngandi,False,language,-12.8448,134.649,nid,,,0,0,0,AU
ngan1296,pama1250,macl1239,Nganyaywana,False,language,-29.581,151.313,nyx,,,0,0,0,AU
ngan1297,sout2772,nang1259,Ngangi-Wumeri,False,dialect,,,,,,0,0,0,
ngan1298,sout2772,nang1259,Ngangi-Tjemerri,False,dialect,,,,,,0,0,0,
ngan1299,atla1278,konk1271,Ngangam,False,language,10.2523,0.70509,gng,,,0,0,2,BJ GH TG
ngan1300,atla1278,unun9923,Ngandyera,False,language,-16.6359,21.1928,nne,,,0,0,0,AO
ngan1302,atla1278,lomo1242,Ngando-Lalia,False,language,-0.14363,22.6231,nxd,,,0,0,2,CD
ngan1304,atla1278,moki1244,Ngando (Central African Republic),False,language,3.71666,17.6499,ngd,,,0,0,2,CF
ngan1305,kuli1252,kuli1252,Ngangea-So,False,family,,,,,,0,2,0,
ngan1306,atla1278,chok1244,Ngangela-Nyemba,False,family,,,,,,1,6,0,
ngan1308,atla1278,ngan1302,Ngando (Democratic Republic of Congo),False,dialect,,,,,,0,0,0,
ngan1309,pama1250,twee1234,Nganduwal,False,dialect,,,,,,0,0,0,
ngao1243,atla1278,adam1253,Ngaondéré,False,dialect,,,,,,0,0,0,
ngao1244,atla1278,band1345,Ngao,False,dialect,,,,,,0,0,0,
ngao1245,aust1307,nage1237,Nga'o,False,dialect,,,,,,0,0,0,
ngap1238,atla1278,band1344,Ngapo,False,dialect,,,,,,0,0,0,
ngar1235,pama1250,guri1250,Ngarinman,False,language,-15.4661,130.651,nbj,,,0,0,3,AU
ngar1283,mirn1241,guda1245,Ngarnka,False,language,-17.42,134.73,nji,,,0,0,0,AU
ngar1284,worr1236,worr1236,Ngarinyin,False,language,-16.4006,126.433,ung,,,0,0,7,AU
ngar1285,worr1236,ngar1284,Ngarnawu,False,dialect,-15.700055,127.452018,,,,0,0,0,
ngar1286,book1242,book1242,Ngarla on the Ashburton river south of the Hamersley range,True,language,-20.37356,118.82594,nlr,,,0,0,0,AU
ngar1287,pama1250,ngar1293,Ngarluma,False,language,-20.9235,117.203,nrl,,,0,0,3,AU
ngar1288,pama1250,jaru1256,Ngardi,False,language,-21.0231,129.0308,rxd,,,0,0,0,AU
ngar1289,pama1250,ngum1251,Yapa,False,family,,,,,,0,2,7,
ngar1290,pama1250,pama1250,Ngarna,False,family,,,,,,3,5,0,
ngar1291,pama1250,sout2766,Ngarru,False,family,,,,,,0,2,0,
ngar1292,atla1278,mbok1243,Ngare,False,dialect,,,,,,0,0,0,
ngar1293,pama1250,cent2248,Ngarluma-Kariyarra,False,family,,,,,,0,2,3,
ngar1294,pidg1258,pidg1258,Ngarluma-based pidgin,False,family,,,,,,0,1,0,
ngar1296,pama1250,nort3178,Ngarla,False,language,-20.20748,119.30579,nrk,,,0,0,0,AU
ngar1297,pama1250,sout2770,Ngarigu,False,dialect,-36.23,149.13,xni,,,0,0,0,AU
ngar1298,pama1250,twee1234,Ngaraangbal,False,dialect,,,,,,0,0,0,
ngas1238,nilo1247,onga1238,Ngasa,False,language,-2.97716,37.528,nsg,,,0,0,0,TZ
ngas1240,afro1255,west2717,Ngas,False,language,9.32042,9.46146,anc,,,0,0,2,NG
ngat1245,sino1245,mara1379,Ngatan,False,dialect,,,,,,0,0,0,
ngat1246,pama1250,wika1239,Ngatharra-Ngathana-Iinychanya,False,family,,,,,,0,2,2,
ngat1248,spee1234,indo1335,Ngatik Men's Creole,False,language,5.78748,157.156112,ngm,,,0,0,0,FM
ngav1237,aust1307,kara1486,Ngavalus-Lossuk,False,dialect,,,,,,0,0,0,
ngaw1239,sino1245,siza1239,Ngawn Chin,False,language,21.93031,93.58348,cnw,,,0,0,0,MM
ngaw1240,pama1250,nucl1332,Ngawun,False,language,-19.4484,141.471,nxn,,,0,0,0,AU
ngay1241,pama1250,pilb1234,Ngayarda,False,family,,,,,,5,12,5,
ngay1242,pama1250,dhan1270,Ngaymil,False,dialect,,,,,,0,0,0,
ngaz1238,atla1278,como1260,Ngazidja Comorian,False,language,-11.6129,43.36,zdj,,,0,0,0,KM
ngaz1239,saha1256,cent2050,Ngazar,False,dialect,,,,,,0,0,0,
ngba1279,atla1278,diii1241,Ngbang,False,dialect,,,,,,0,0,0,
ngba1280,atla1278,ngba1290,Ngbandic,False,family,,,,,,2,8,0,
ngba1284,atla1278,bwak1244,Ngbaka Ma'bo,False,language,4.0,18.12,nbm,,,0,0,0,CD CF CG
ngba1285,atla1278,manz1241,Ngbaka Minagende,False,language,2.98887,18.994,nga,,,0,0,0,CD CF CG
ngba1286,atla1278,manz1242,Ngbaka-Manza-Ali,False,family,,,,,,0,2,0,
ngba1287,atla1278,ngba1286,Ngbaka Manza,False,language,5.30167,18.4119,ngg,,,0,0,0,CF
ngba1288,atla1278,band1345,Ngbala,False,dialect,,,,,,0,0,0,
ngba1289,atla1278,kako1242,Ngbako,False,dialect,,,,,,0,0,0,
ngba1290,atla1278,uban1244,Ngbandi-Mongoba-Kazibati,False,family,,,,,,3,9,0,
ngba1292,atla1278,uban1244,Mundu-Baka,False,family,,,,,,9,13,5,
ngbe1238,atla1278,extr1247,Ngbee,False,language,3.60447,27.6529,jgb,,,0,0,0,CD
ngbe1239,atla1278,oldb1234,Ngbele-Ngenda,False,family,,,,,,3,7,4,
ngbi1238,atla1278,ngen1255,Ngbinda-Mayeka,False,language,3.27251,23.5669,nbd,,,0,0,2,CD
ngbi1239,atla1278,ngbi1238,Bangminda,False,dialect,,,,,,0,0,0,
ngbu1241,atla1278,nucl1797,Ngbundu,False,language,3.82245,18.7183,nuu,,,0,0,0,CD CF
ngbu1242,atla1278,sout2787,Ngbugu,False,dialect,,,,,,0,0,0,
ngee1239,atla1278,ibal1241,Ngee,False,dialect,,,,,,0,0,0,
ngee1240,atla1278,tien1242,Ngee-Ntaana,False,dialect,,,,,,0,0,0,
ngel1238,atla1278,late1250,Ngelima,False,language,1.81314,24.8754,agh,,,0,0,4,CD
ngem1252,sino1245,hahc1234,Ngaimong,False,dialect,,,,,,0,0,0,
ngem1253,atla1278,ghom1247,Ngemba (Ghomala'),False,dialect,,,,,,0,0,0,
ngem1254,atla1278,sout3350,Ngembaic,False,family,,,,,,2,8,18,
ngem1255,atla1278,mank1258,Ngemba,False,language,5.97864,10.1469,nge,,,0,0,10,CM
ngem1256,heib1242,koal1240,Ngemere,False,dialect,,,,,,0,0,0,
ngen1250,sino1245,lush1249,Ngente,False,dialect,,,,,,0,0,0,
ngen1252,atla1278,bush1247,Ngende,False,dialect,,,,,,0,0,0,
ngen1253,atla1278,gbag1258,Ngenge,False,dialect,,,,,,0,0,0,
ngen1254,aust1307,sasa1249,Ngeno-Ngene,False,dialect,,,,,,0,0,0,
ngen1255,atla1278,ngbe1239,Ngendan,False,family,,,,,,1,4,4,
ngen1256,mand1469,beng1291,Ngen of Djonkro,False,language,7.76,-3.97,gnj,,,0,0,0,CI
ngen1257,atla1278,cimb1239,Ngendelengo,False,language,-13.88747,13.12802,nql,,,0,0,0,AO
ngeq1245,aust1305,taoi1247,Kriang-Khlor,False,language,15.6211,106.877,ngt,,,0,0,0,LA
nger1240,aust1307,nger1241,Ngero,False,family,,,,,,4,6,3,
nger1241,aust1307,nort3206,Ngero-Vitiaz linkage,False,family,,,,,,21,44,50,
nget1237,aust1307,sasa1249,Ngeto-Ngete,False,dialect,,,,,,0,0,0,
nget1241,afro1255,sout3146,Ngete,False,language,9.31902,15.29053,nnn,,,0,0,0,TD
ngga1239,aust1307,kodi1247,Nggaura,False,dialect,,,,,,0,0,0,
ngge1240,aust1307,nucl1470,Nggelic,False,family,,,,,,0,2,2,
ngge1241,nucl1709,dani1287,Nggem,False,language,-3.62735,139.011,nbq,,,0,0,0,ID
nggo1234,aust1307,riun1237,Nggolonio,False,dialect,,,,,,0,0,0,
nggo1235,aust1307,riun1237,Nggolombay Dialect,False,dialect,,,,,,0,0,0,
nggw1242,afro1255,bura1297,Nggwahyi,False,language,10.6058,12.9234,ngx,,,0,0,0,NG
nggw1243,afro1255,nzan1240,Nggwoli,False,dialect,,,,,,0,0,0,
ngie1241,atla1278,bamb1272,Ngiemboon,False,language,5.56777,10.1266,nnh,,,0,0,3,CM
ngie1242,atla1278,ngie1243,Ngie,False,language,5.93852,9.79389,ngj,,,0,0,1,CM
ngie1243,atla1278,momo1242,Ngie-Oshie,False,family,,,,,,0,2,1,
ngil1241,narr1279,bura1298,Buram Hill Chain,False,family,,,,,,0,2,4,
ngil1242,narr1279,ngil1241,Ngile,False,language,10.7194,29.997,jle,,,0,0,4,SD
ngin1244,atla1278,nden1251,Ngindo,False,language,-9.78145,37.9832,nnq,,,0,0,0,TZ
ngin1245,heib1242,koal1240,Nginyukwur,False,dialect,,,,,,0,0,0,
ngin1246,aust1307,ghar1239,Nginia,False,dialect,,,,,,0,0,0,
ngin1247,pama1250,uppe1415,Ngindadj,False,dialect,,,,,,0,0,0,
ngin1248,aust1307,namu1249,Nginamanu,False,dialect,,,,,,0,0,0,
ngir1247,heib1242,koal1240,Ngirere,False,dialect,,,,,,0,0,0,
ngir1248,atla1278,rive1266,Ngiri,False,family,,,,,,34,53,83,
ngir1250,atla1278,ngir1248,Ngiri Terrien,False,family,,,,,,17,28,48,
ngir1251,atla1278,ngir1248,Ngiri Riverain Mongala,False,family,,,,,,3,6,4,
ngir1252,atla1278,ngir1248,Ngiri Riverain Ubangi,False,family,,,,,,11,18,17,
ngir1253,atla1278,ngir1252,Ngiri Riverain Ubangi-Interieur,False,family,,,,,,1,3,3,
ngir1254,atla1278,ngir1252,Ngiri Riverain Ubangi-Ripuaire,False,family,,,,,,8,15,14,
ngit1239,cent2225,lend1246,Ngiti,False,language,1.30455,30.2242,niy,,,0,0,3,CD UG
ngiz1242,afro1255,ngiz1243,Ngizim,False,language,12.1051,11.0178,ngi,,,0,0,0,NG
ngiz1243,afro1255,west2710,Ngizim-Southwestern Bade,False,family,,,,,,2,4,4,
